date,open,high,low,close,volume
04/09/2024,181.43,181.49,179.88,181.39,4281139
04/08/2024,179.90,181.13,179.76,180.54,4147854
04/05/2024,178.44,180.00,178.07,178.84,5040947
04/04/2024,181.32,181.995,177.825,177.85,4825278
04/03/2024,178.82,180.59,178.82,179.96,5082613
04/02/2024,179.58,179.92,179.02,179.83,6135372
04/01/2024,184.09,184.29,181.85,182.52,4970855
03/28/2024,184.23,184.77,183.83,183.89,2979051
03/27/2024,183.77,184.48,182.87,184.46,2905974
03/26/2024,183.29,184.05,182.225,182.35,2693922
03/25/2024,182.01,183.06,182.01,182.12,2832342
03/22/2024,182.41,183.205,182.03,182.72,2859501
03/21/2024,184.54,185.22,184.24,184.33,3573188
03/20/2024,180.92,183.29,180.77,183.26,4248732
03/19/2024,178.98,180.66,178.73,180.57,3812089
03/18/2024,179.45,179.87,178.20,179.02,4256457
03/15/2024,178.63,179.84,177.565,178.05,4934419
03/14/2024,181.20,181.38,178.87,179.84,5405213
03/13/2024,180.92,182.13,180.705,180.99,2858546
03/12/2024,180.42,182.07,179.21,181.37,3953185
03/11/2024,179.81,180.53,179.37,179.82,4153220
03/08/2024,181.40,182.13,179.71,180.31,6231839
03/07/2024,180.10,181.72,180.06,180.98,3356670
03/06/2024,180.96,181.44,179.10,179.61,4649856
03/05/2024,181.35,181.68,179.63,180.25,6470916
03/04/2024,184.11,184.73,182.47,182.52,5668406
03/01/2024,184.25,185.29,183.31,185.02,5532908
02/29/2024,183.82,184.835,182.88,184.41,4135234
02/28/2024,182.15,184.04,182.05,183.17,3704394
02/27/2024,182.67,183.30,181.77,182.45,2926185
02/26/2024,181.82,182.73,181.57,181.85,3525830
02/23/2024,181.40,182.21,181.00,181.29,3787998
02/22/2024,180.24,182.40,179.92,182.11,4400030
02/21/2024,177.91,179.48,177.47,178.64,4443120
02/20/2024,177.38,178.01,176.21,177.33,4378184
02/16/2024,179.31,180.07,177.92,179.02,4256173
02/15/2024,178.39,180.10,177.92,180.09,5283898
02/14/2024,176.84,178.11,175.87,178.03,5780471
02/13/2024,176.13,177.165,175.23,176.17,7400748
